,Storm ID,Name,Date,Year,Status,Max Latitude,Max Longitude,Max Windspeed,Max Pressure,Start Date,End Date,Duration,Landfall,Lf Latitude,Lf Longitude,Lf Windspeed,Nearest City,Storm Category,Category Value
735,AL051987,BRET,1987-08-20 06:00:00,1987,TS,15.7N,35.5W,51.78509999999999,1000,1987-08-18 18:00:00,1987-08-22 12:00:00,3 days 18:00:00.000000000,,,,,,Tropical Storm,0
879,AL051988,ERNESTO,1988-09-05 00:00:00,1988,TS,43.1N,29.7W,63.292899999999996,994,1988-09-03 18:00:00,1988-09-05 00:00:00,1 days 06:00:00.000000000,,,,,,Tropical Storm,0
1287,AL051989,DEAN,1989-08-07 00:00:00,1989,HU,34.0N,64.9W,103.57019999999999,968,1989-08-01 06:00:00,1989-08-08 18:00:00,7 days 12:00:00.000000000,L,46.9,-55.9,63.292899999999996,"grand bank, ca",Category Two,2
1781,AL051990,DIANA,1990-08-07 18:00:00,1990,HU,20.9N,96.8W,97.8163,980,1990-08-05 00:00:00,1990-08-08 06:00:00,3 days 06:00:00.000000000,L,19.0,-87.6,63.292899999999996,"felipe carrillo puerto, mx",Category Two,2
2353,AL051992,BONNIE,1992-09-21 18:00:00,1992,HU,37.5N,52.3W,109.32409999999999,965,1992-09-18 06:00:00,1992-09-30 18:00:00,12 days 12:00:00.000000000,,,,,,Category Two,2
2595,AL051993,EMILY,1993-08-31 18:00:00,1993,HU,34.5N,75.2W,115.07799999999999,962,1993-08-25 12:00:00,1993-09-04 12:00:00,10 days 00:00:00.000000000,,,,,,Category Three,3
3055,AL051995,ERIN,1995-08-03 13:03:00,1995,HU,30.0N,86.8W,97.8163,973,1995-07-31 00:00:00,1995-08-04 06:00:00,4 days 06:00:00.000000000,L,27.7,-80.3,86.3085,"vero beach, us",Category Two,2
3646,AL051996,EDOUARD,1996-08-25 06:00:00,1996,HU,15.4N,47.0W,143.8475,933,1996-08-22 06:00:00,1996-09-03 00:00:00,11 days 18:00:00.000000000,,,,,,Category Four,4
3965,AL051997,DANNY,1997-07-18 12:00:00,1997,HU,29.5N,89.4W,80.5546,990,1997-07-17 12:00:00,1997-07-26 00:00:00,8 days 12:00:00.000000000,L,29.3,-89.7,74.80069999999999,"estelle, us",Category One,1
4195,AL051998,EARL,1998-09-02 18:00:00,1998,HU,28.7N,87.9W,97.8163,988,1998-08-31 18:00:00,1998-09-03 12:00:00,2 days 18:00:00.000000000,L,30.1,-85.7,80.5546,"panama city, us",Category Two,2
5002,AL051999,DENNIS,1999-08-28 18:00:00,1999,HU,27.7N,77.3W,103.57019999999999,969,1999-08-24 12:00:00,1999-09-05 06:00:00,11 days 18:00:00.000000000,L,26.6,-76.8,86.3085,"marsh harbour, bs",Category Two,2
5640,AL052000,BERYL,2000-08-14 18:00:00,2000,TS,23.9N,96.3W,51.78509999999999,1009,2000-08-14 06:00:00,2000-08-15 06:00:00,1 days 00:00:00.000000000,,,,,,Tropical Storm,0
5971,AL052001,DEAN,2001-08-27 18:00:00,2001,TS,40.6N,59.4W,69.04679999999999,994,2001-08-22 12:00:00,2001-08-28 12:00:00,6 days 00:00:00.000000000,,,,,,Tropical Storm,0
6311,AL052002,EDOUARD,2002-09-03 12:00:00,2002,TS,30.4N,78.4W,63.292899999999996,1002,2002-09-02 06:00:00,2002-09-05 00:04:05,2 days 18:04:05.000000000,L,29.4,-81.1,40.2773,"ormond beach, us",Tropical Storm,0
6882,AL052003,DANNY,2003-07-18 18:00:00,2003,HU,39.2N,53.4W,74.80069999999999,1002,2003-07-17 00:00:00,2003-07-20 12:00:00,3 days 12:00:00.000000000,,,,,,Category One,1
7329,AL052004,EARL,2004-08-15 06:00:00,2004,TS,11.5N,58.3W,51.78509999999999,1009,2004-08-14 18:00:00,2004-08-15 18:00:00,1 days 00:00:00.000000000,,,,,,Tropical Storm,0
8275,AL052005,EMILY,2005-07-17 00:00:00,2005,HU,17.1N,79.5W,161.1092,929,2005-07-12 00:00:00,2005-07-21 00:00:00,9 days 00:00:00.000000000,L,12.0,-61.8,86.3085,"gouyave, gd",Category Five,5
8957,AL052006,DEBBY,2006-08-23 12:00:00,2006,TS,16.7N,31.0W,51.78509999999999,1001,2006-08-23 00:00:00,2006-08-26 00:00:00,3 days 00:00:00.000000000,,,,,,Tropical Storm,0
9307,AL052007,ERIN,2007-08-15 18:00:00,2007,TS,25.8N,94.0W,40.2773,1004,2007-08-15 18:00:00,2007-08-16 06:00:00,0 days 12:00:00.000000000,,,,,,Tropical Storm,0
9670,AL052008,EDOUARD,2008-08-05 06:00:00,2008,TS,29.0N,92.9W,63.292899999999996,997,2008-08-04 00:00:00,2008-08-05 18:00:00,1 days 18:00:00.000000000,L,29.6,-94.2,63.292899999999996,"port arthur, us",Tropical Storm,0
10687,AL052009,DANNY,2009-08-27 00:00:00,2009,TS,25.9N,71.2W,57.538999999999994,1006,2009-08-26 09:00:00,2009-08-29 00:00:00,2 days 15:00:00.000000000,,,,,,Tropical Storm,0
11388,AL052011,EMILY,2011-08-03 00:00:00,2011,TS,16.0N,66.2W,51.78509999999999,1004,2011-08-02 00:00:00,2011-08-07 06:00:00,5 days 06:00:00.000000000,,,,,,Tropical Storm,0
12146,AL052012,ERNESTO,2012-08-08 03:01:05,2012,HU,18.8N,87.7W,97.8163,973,2012-08-02 12:00:00,2012-08-10 00:00:00,7 days 12:00:00.000000000,L,18.7,-87.2,92.0624,"calderitas, mx",Category Two,2
12707,AL052013,ERIN,2013-08-17 00:00:00,2013,TS,18.0N,33.8W,46.0312,1006,2013-08-15 06:00:00,2013-08-18 00:00:00,2 days 18:00:00.000000000,,,,,,Tropical Storm,0
12896,AL052014,DOLLY,2014-09-02 12:00:00,2014,TS,22.8N,95.6W,51.78509999999999,1005,2014-09-02 00:00:00,2014-09-03 06:00:00,1 days 06:00:00.000000000,L,22.0,-97.7,46.0312,"cuauhtemoc, mx",Tropical Storm,0
13134,AL052015,ERIKA,2015-08-27 06:00:00,2015,TS,16.5N,60.8W,51.78509999999999,1001,2015-08-24 18:00:00,2015-08-28 12:00:00,3 days 18:00:00.000000000,,,,,,Tropical Storm,0
13383,AL052016,EARL,2016-08-04 04:00:00,2016,HU,17.4N,87.8W,86.3085,979,2016-08-02 06:00:00,2016-08-06 06:00:00,4 days 00:00:00.000000000,L,17.4,-87.8,86.3085,"belize, bz",Category One,1
13883,AL052017,DON,2017-07-18 00:00:00,2017,TS,11.2N,53.8W,51.78509999999999,1005,2017-07-17 12:00:00,2017-07-18 12:00:00,1 days 00:00:00.000000000,,,,,,Tropical Storm,0
47,AL061982,DEBBY,1982-09-18 00:00:00,1982,HU,38.8N,62.3W,132.3397,950,1982-09-14 12:00:00,1982-09-20 12:00:00,6 days 00:00:00.000000000,,,,,,Category Four,4
114,AL061983,DEAN,1983-09-29 00:00:00,1983,TS,34.5N,70.8W,63.292899999999996,1003,1983-09-27 18:00:00,1983-09-30 12:00:00,2 days 18:00:00.000000000,,,,,,Tropical Storm,0
122,AL061984,ARTHUR,1984-08-29 18:00:00,1984,TS,11.8N,55.8W,51.78509999999999,1004,1984-08-29 12:00:00,1984-08-31 12:00:00,2 days 00:00:00.000000000,,,,,,Tropical Storm,0
1752,AL061990,EDOUARD,1990-08-09 06:00:00,1990,TS,38.5N,29.6W,46.0312,1003,1990-08-08 18:00:00,1990-08-10 06:00:00,1 days 12:00:00.000000000,,,,,,Tropical Storm,0
2055,AL061991,CLAUDETTE,1991-09-07 10:00:00,1991,HU,27.0N,61.5W,132.3397,944,1991-09-05 12:00:00,1991-09-11 12:00:00,6 days 00:00:00.000000000,,,,,,Category Four,4
2396,AL061992,CHARLEY,1992-09-24 18:00:00,1992,HU,36.1N,34.1W,109.32409999999999,965,1992-09-22 12:00:00,1992-09-27 12:00:00,5 days 00:00:00.000000000,,,,,,Category Two,2
2614,AL061993,DENNIS,1993-08-25 00:00:00,1993,TS,16.4N,35.8W,51.78509999999999,1000,1993-08-24 12:00:00,1993-08-27 06:00:00,2 days 18:00:00.000000000,,,,,,Tropical Storm,0
2731,AL061994,DEBBY,1994-09-10 06:00:00,1994,TS,14.1N,61.6W,69.04679999999999,1006,1994-09-10 00:00:00,1994-09-11 00:00:00,1 days 00:00:00.000000000,L,14.0,-61.0,63.292899999999996,"castries, lc",Tropical Storm,0
3714,AL061996,FRAN,1996-09-04 12:00:00,1996,HU,27.0N,74.7W,120.83189999999999,956,1996-08-27 12:00:00,1996-09-06 12:00:00,10 days 00:00:00.000000000,L,33.9,-78.0,115.07799999999999,"wilmington, us",Category Three,3
4204,AL061998,FRANCES,1998-09-11 00:00:00,1998,TS,27.2N,95.9W,63.292899999999996,994,1998-09-09 18:00:00,1998-09-11 18:00:00,2 days 00:00:00.000000000,L,28.2,-96.9,51.78509999999999,"rockport, us",Tropical Storm,0
5067,AL061999,EMILY,1999-08-24 18:00:00,1999,TS,11.6N,53.9W,51.78509999999999,1004,1999-08-24 12:00:00,1999-08-28 06:00:00,3 days 18:00:00.000000000,,,,,,Tropical Storm,0
5643,AL062000,CHRIS,2000-08-18 12:00:00,2000,TS,16.2N,55.4W,40.2773,1008,2000-08-18 12:00:00,2000-08-18 12:00:00,0 days 00:00:00.000000000,,,,,,Tropical Storm,0
5997,AL062001,ERIN,2001-09-09 18:00:00,2001,HU,32.4N,62.8W,120.83189999999999,968,2001-09-02 06:00:00,2001-09-15 00:00:00,12 days 18:00:00.000000000,,,,,,Category Three,3
6321,AL062002,FAY,2002-09-06 12:00:00,2002,TS,27.7N,94.5W,57.538999999999994,1001,2002-09-06 00:00:00,2002-09-07 09:00:00,1 days 09:00:00.000000000,L,28.5,-96.3,57.538999999999994,"port lavaca, us",Tropical Storm,0
7482,AL062004,FRANCES,2004-08-31 18:00:00,2004,HU,20.3N,65.0W,143.8475,942,2004-08-15 18:00:00,2004-09-07 00:00:00,22 days 06:00:00.000000000,L,24.0,-74.5,126.58579999999999,"cockburn town, bs",Category Four,4
8335,AL062005,FRANKLIN,2005-07-23 12:00:00,2005,TS,29.2N,75.4W,69.04679999999999,1001,2005-07-22 00:00:00,2005-07-29 18:00:00,7 days 18:00:00.000000000,,,,,,Tropical Storm,0
8996,AL062006,ERNESTO,2006-08-27 06:00:00,2006,HU,16.9N,72.7W,74.80069999999999,992,2006-08-25 12:00:00,2006-09-01 06:00:00,6 days 18:00:00.000000000,L,19.9,-75.5,40.2773,"san luis, cu",Category One,1
9328,AL062007,FELIX,2007-09-03 00:00:00,2007,HU,13.8N,73.0W,172.617,935,2007-09-01 00:00:00,2007-09-05 00:00:00,4 days 00:00:00.000000000,L,12.1,-61.7,51.78509999999999,"gouyave, gd",Category Five,5
9849,AL062008,FAY,2008-08-19 18:00:00,2008,TS,27.0N,81.1W,69.04679999999999,986,2008-08-15 14:03:00,2008-08-23 18:00:00,8 days 03:57:00.000000000,L,18.5,-68.4,40.2773,"higuey, do",Tropical Storm,0
10697,AL062009,ERIKA,2009-09-01 18:00:00,2009,TS,16.7N,57.3W,51.78509999999999,1007,2009-08-29 00:00:00,2009-09-03 12:00:00,5 days 12:00:00.000000000,L,16.3,-61.3,40.2773,"le moule, gp",Tropical Storm,0
10865,AL062010,DANIELLE,2010-08-27 18:00:00,2010,HU,27.1N,60.1W,132.3397,942,2010-08-22 06:00:00,2010-08-30 18:00:00,8 days 12:00:00.000000000,,,,,,Category Four,4
11398,AL062011,FRANKLIN,2011-08-13 12:00:00,2011,TS,38.6N,59.0W,46.0312,1004,2011-08-13 06:00:00,2011-08-13 12:00:00,0 days 06:00:00.000000000,,,,,,Tropical Storm,0
12179,AL062012,FLORENCE,2012-08-05 00:00:00,2012,TS,15.8N,32.5W,57.538999999999994,1002,2012-08-04 06:00:00,2012-08-06 00:00:00,1 days 18:00:00.000000000,,,,,,Tropical Storm,0
12713,AL062013,FERNAND,2013-08-26 00:00:00,2013,TS,19.2N,95.9W,57.538999999999994,1001,2013-08-25 18:00:00,2013-08-26 06:00:00,0 days 12:00:00.000000000,L,19.5,-96.3,57.538999999999994,"ursulo galvan, mx",Tropical Storm,0
12920,AL062014,EDOUARD,2014-09-16 12:00:00,2014,HU,30.6N,57.8W,120.83189999999999,955,2014-09-12 00:00:00,2014-09-19 12:00:00,7 days 12:00:00.000000000,,,,,,Category Three,3
13146,AL062015,FRED,2015-08-31 12:00:00,2015,HU,16.1N,23.3W,86.3085,986,2015-08-28 12:00:00,2015-09-05 06:00:00,7 days 18:00:00.000000000,,,,,,Category One,1
13422,AL062016,FIONA,2016-08-19 00:00:00,2016,TS,16.9N,41.5W,51.78509999999999,1004,2016-08-17 12:00:00,2016-08-22 00:00:00,4 days 12:00:00.000000000,,,,,,Tropical Storm,0
13890,AL062017,EMILY,2017-07-31 14:04:05,2017,TS,27.5N,82.7W,57.538999999999994,1001,2017-07-18 12:00:00,2017-07-31 18:00:00,13 days 06:00:00.000000000,L,27.5,-82.7,57.538999999999994,"south bradenton, us",Tropical Storm,0
130,AL071984,BERTHA,1984-08-31 12:00:00,1984,TS,14.9N,45.3W,40.2773,1007,1984-08-31 12:00:00,1984-09-01 06:00:00,0 days 18:00:00.000000000,,,,,,Tropical Storm,0
747,AL071987,CINDY,1987-09-08 00:00:00,1987,TS,28.2N,39.4W,51.78509999999999,1000,1987-09-07 12:00:00,1987-09-10 12:00:00,3 days 00:00:00.000000000,,,,,,Tropical Storm,0
889,AL071988,FLORENCE,1988-09-09 23:00:00,1988,HU,28.5N,89.3W,80.5546,982,1988-09-07 18:00:00,1988-09-10 06:00:00,2 days 12:00:00.000000000,L,29.1,-89.3,80.5546,"chalmette, us",Category One,1
1315,AL071989,ERIN,1989-08-24 12:00:00,1989,HU,34.1N,44.5W,103.57019999999999,970,1989-08-19 18:00:00,1989-08-27 00:00:00,7 days 06:00:00.000000000,,,,,,Category Two,2
1789,AL071990,FRAN,1990-08-13 18:00:00,1990,TS,9.0N,53.6W,40.2773,1010,1990-08-13 18:00:00,1990-08-14 12:00:00,0 days 18:00:00.000000000,,,,,,Tropical Storm,0
2076,AL071991,DANNY,1991-09-09 06:00:00,1991,TS,11.8N,39.6W,51.78509999999999,1000,1991-09-08 12:00:00,1991-09-11 06:00:00,2 days 18:00:00.000000000,,,,,,Tropical Storm,0
2419,AL071992,DANIELLE,1992-09-25 12:00:00,1992,TS,35.9N,75.2W,63.292899999999996,1001,1992-09-22 18:00:00,1992-09-26 06:00:00,3 days 12:00:00.000000000,L,37.8,-75.5,63.292899999999996,"salisbury, us",Tropical Storm,0
2632,AL071993,FLOYD,1993-09-09 18:00:00,1993,HU,41.7N,58.3W,74.80069999999999,990,1993-09-07 18:00:00,1993-09-10 12:00:00,2 days 18:00:00.000000000,,,,,,Category One,1
2735,AL071994,ERNESTO,1994-09-11 00:00:00,1994,TS,15.5N,66.7W,57.538999999999994,1008,1994-09-11 00:00:00,1994-09-24 06:00:00,13 days 06:00:00.000000000,,,,,,Tropical Storm,0
3081,AL071995,FELIX,1995-08-12 18:00:00,1995,HU,24.3N,61.0W,138.09359999999998,929,1995-08-08 18:00:00,1995-08-22 12:00:00,13 days 18:00:00.000000000,,,,,,Category Four,4
3727,AL071996,GUSTAV,1996-08-29 00:00:00,1996,TS,12.5N,35.2W,46.0312,1005,1996-08-28 06:00:00,1996-09-01 12:00:00,4 days 06:00:00.000000000,,,,,,Tropical Storm,0
4033,AL071997,ERIKA,1997-09-08 18:00:00,1997,HU,23.2N,62.5W,126.58579999999999,952,1997-09-03 18:00:00,1997-09-15 18:00:00,12 days 00:00:00.000000000,,,,,,Category Three,3
4313,AL071998,GEORGES,1998-09-20 06:00:00,1998,HU,16.0N,56.3W,155.3553,937,1998-09-16 12:00:00,1998-09-29 06:00:00,12 days 18:00:00.000000000,L,17.0,-61.7,115.07799999999999,"freetown, ag",Category Four,4
5659,AL072000,DEBBY,2000-08-21 12:00:00,2000,HU,15.7N,56.3W,86.3085,1004,2000-08-20 06:00:00,2000-08-24 06:00:00,4 days 00:00:00.000000000,L,17.5,-61.7,74.80069999999999,"codrington, ag",Category One,1
6029,AL072001,FELIX,2001-09-14 00:00:00,2001,HU,28.2N,47.2W,115.07799999999999,962,2001-09-11 12:00:00,2001-09-18 12:00:00,7 days 00:00:00.000000000,,,,,,Category Three,3
7685,AL072004,GASTON,2004-08-29 12:00:00,2004,HU,32.8N,79.5W,74.80069999999999,986,2004-08-28 06:00:00,2004-09-01 06:00:00,4 days 00:00:00.000000000,L,33.0,-79.6,74.80069999999999,"mount pleasant, us",Category One,1
8364,AL072005,GERT,2005-07-25 00:00:00,2005,TS,21.8N,97.6W,46.0312,1005,2005-07-24 06:00:00,2005-07-25 00:00:00,0 days 18:00:00.000000000,L,21.8,-97.6,46.0312,"ozuluama, mx",Tropical Storm,0
9118,AL072006,FLORENCE,2006-09-10 18:00:00,2006,HU,29.3N,66.1W,92.0624,976,2006-09-05 06:00:00,2006-09-12 18:00:00,7 days 12:00:00.000000000,,,,,,Category One,1
9351,AL072007,GABRIELLE,2007-09-09 12:00:00,2007,TS,34.3N,76.4W,57.538999999999994,1004,2007-09-08 18:00:00,2007-09-10 00:00:00,1 days 06:00:00.000000000,L,34.8,-76.4,57.538999999999994,"havelock, us",Tropical Storm,0
10139,AL072008,GUSTAV,2008-08-30 22:00:00,2008,HU,22.4N,83.1W,155.3553,941,2008-08-25 12:00:00,2008-09-02 06:00:00,7 days 18:00:00.000000000,L,18.1,-72.8,80.5546,"jacmel, ht",Category Four,4
10712,AL072009,FRED,2009-09-09 12:00:00,2009,HU,13.6N,32.1W,120.83189999999999,958,2009-09-08 00:00:00,2009-09-12 12:00:00,4 days 12:00:00.000000000,,,,,,Category Three,3
10940,AL072010,EARL,2010-09-02 06:00:00,2010,HU,28.6N,74.3W,143.8475,927,2010-08-25 12:00:00,2010-09-04 19:00:00,10 days 07:00:00.000000000,L,44.3,-64.5,74.80069999999999,"bridgewater, ca",Category Four,4
11404,AL072011,GERT,2011-08-15 12:00:00,2011,TS,31.6N,63.2W,63.292899999999996,1000,2011-08-14 06:00:00,2011-08-16 06:00:00,2 days 00:00:00.000000000,,,,,,Tropical Storm,0
12184,AL072012,HELENE,2012-08-17 18:00:00,2012,TS,20.3N,95.9W,46.0312,1004,2012-08-17 18:00:00,2012-08-18 00:00:00,0 days 06:00:00.000000000,,,,,,Tropical Storm,0
12717,AL072013,GABRIELLE,2013-09-10 12:00:00,2013,TS,30.1N,64.8W,63.292899999999996,1003,2013-09-10 06:00:00,2013-09-13 00:00:00,2 days 18:00:00.000000000,,,,,,Tropical Storm,0
12938,AL072014,FAY,2014-10-12 08:01:00,2014,HU,32.3N,64.7W,80.5546,984,2014-10-11 06:00:00,2014-10-13 00:00:00,1 days 18:00:00.000000000,L,32.3,-64.7,80.5546,"hamilton, bm",Category One,1
13167,AL072015,GRACE,2015-09-06 12:00:00,2015,TS,12.7N,29.2W,57.538999999999994,1000,2015-09-05 18:00:00,2015-09-08 06:00:00,2 days 12:00:00.000000000,,,,,,Tropical Storm,0
13460,AL072016,GASTON,2016-08-29 00:00:00,2016,HU,30.6N,55.2W,120.83189999999999,955,2016-08-22 18:00:00,2016-09-02 12:00:00,10 days 18:00:00.000000000,,,,,,Category Three,3
13918,AL072017,FRANKLIN,2017-08-10 00:00:00,2017,HU,20.3N,95.5W,86.3085,981,2017-08-07 00:00:00,2017-08-10 06:00:00,3 days 06:00:00.000000000,L,19.1,-87.6,57.538999999999994,"felipe carrillo puerto, mx",Category One,1
61,AL081982,ERNESTO,1982-10-02 00:00:00,1982,TS,28.5N,66.2W,69.04679999999999,997,1982-10-01 06:00:00,1982-10-02 18:00:00,1 days 12:00:00.000000000,,,,,,Tropical Storm,0
142,AL081984,CESAR,1984-09-02 12:00:00,1984,TS,46.0N,50.4W,57.538999999999994,994,1984-08-31 12:00:00,1984-09-02 12:00:00,2 days 00:00:00.000000000,,,,,,Tropical Storm,0
413,AL081985,FABIAN,1985-09-17 12:00:00,1985,TS,28.1N,61.2W,63.292899999999996,994,1985-09-16 18:00:00,1985-09-19 12:00:00,2 days 18:00:00.000000000,,,,,,Tropical Storm,0
631,AL081986,DANIELLE,1986-09-08 06:00:00,1986,TS,12.2N,59.4W,57.538999999999994,1000,1986-09-07 18:00:00,1986-09-09 12:00:00,1 days 18:00:00.000000000,,,,,,Tropical Storm,0
947,AL081988,GILBERT,1988-09-14 00:00:00,1988,HU,19.7N,83.8W,184.1248,888,1988-09-09 18:00:00,1988-09-17 12:00:00,7 days 18:00:00.000000000,L,17.8,-76.8,132.3397,"portmore, jm",Category Five,5
1350,AL081989,FELIX,1989-09-05 18:00:00,1989,HU,36.7N,48.3W,86.3085,979,1989-08-26 18:00:00,1989-09-09 00:00:00,13 days 06:00:00.000000000,,,,,,Category One,1
1819,AL081990,GUSTAV,1990-08-31 06:00:00,1990,HU,30.3N,57.5W,120.83189999999999,956,1990-08-14 12:00:00,1990-09-03 00:00:00,19 days 12:00:00.000000000,,,,,,Category Three,3
2088,AL081991,ERIKA,1991-09-10 12:00:00,1991,TS,34.7N,46.1W,57.538999999999994,998,1991-09-09 18:00:00,1991-09-12 03:00:00,2 days 09:00:00.000000000,L,37.7,-25.9,40.2773,"arrifes, pt",Tropical Storm,0
2669,AL081993,GERT,1993-09-20 18:00:00,1993,HU,21.3N,97.0W,97.8163,970,1993-09-15 12:00:00,1993-09-21 06:00:00,5 days 18:00:00.000000000,L,11.8,-83.8,40.2773,"bluefields, ni",Category Two,2
3126,AL081995,GABRIELLE,1995-08-11 18:00:00,1995,TS,23.6N,97.5W,69.04679999999999,990,1995-08-10 12:00:00,1995-08-11 20:00:00,1 days 08:00:00.000000000,L,23.7,-97.8,69.04679999999999,"soto la marina, mx",Tropical Storm,0
3788,AL081996,HORTENSE,1996-09-13 00:00:00,1996,HU,25.9N,71.5W,138.09359999999998,935,1996-09-07 06:00:00,1996-09-15 12:00:00,8 days 06:00:00.000000000,L,18.0,-66.9,80.5546,"guanica, us",Category Four,4
4062,AL081997,FABIAN,1997-10-05 18:00:00,1997,TS,26.3N,63.1W,40.2773,1005,1997-10-05 18:00:00,1997-10-08 06:00:00,2 days 12:00:00.000000000,,,,,,Tropical Storm,0
4622,AL081998,HERMINE,1998-09-19 18:00:00,1998,TS,28.3N,91.1W,46.0312,1000,1998-09-19 12:00:00,1998-09-20 06:00:00,0 days 18:00:00.000000000,L,29.1,-90.9,40.2773,"houma, us",Tropical Storm,0
5142,AL081999,FLOYD,1999-09-13 06:00:00,1999,HU,23.6N,70.0W,155.3553,922,1999-09-08 06:00:00,1999-09-17 06:00:00,9 days 00:00:00.000000000,L,25.4,-76.3,120.83189999999999,"dunmore town, bs",Category Four,4
5704,AL082000,ERNESTO,2000-09-02 06:00:00,2000,TS,16.2N,49.5W,40.2773,1008,2000-09-02 06:00:00,2000-09-03 12:00:00,1 days 06:00:00.000000000,,,,,,Tropical Storm,0
6064,AL082001,GABRIELLE,2001-09-17 12:00:00,2001,HU,35.3N,66.6W,80.5546,983,2001-09-13 12:00:00,2001-09-19 00:00:00,5 days 12:00:00.000000000,L,27.1,-82.6,69.04679999999999,"venice, us",Category One,1
6336,AL082002,GUSTAV,2002-09-11 18:00:00,2002,HU,40.3N,66.8W,97.8163,964,2002-09-10 12:00:00,2002-09-12 09:00:00,1 days 21:00:00.000000000,L,45.6,-60.4,92.0624,"louisbourg, ca",Category Two,2
6897,AL082003,ERIKA,2003-08-16 10:03:00,2003,HU,25.3N,97.4W,74.80069999999999,986,2003-08-14 18:00:00,2003-08-16 18:00:00,2 days 00:00:00.000000000,L,25.3,-97.4,74.80069999999999,"valle hermoso, mx",Category One,1
7697,AL082004,HERMINE,2004-08-30 06:00:00,2004,TS,33.8N,71.5W,57.538999999999994,1002,2004-08-29 12:00:00,2004-08-31 06:00:00,1 days 18:00:00.000000000,L,41.5,-70.9,40.2773,"fairhaven, us",Tropical Storm,0
8371,AL082005,HARVEY,2005-08-04 18:00:00,2005,TS,32.0N,62.1W,63.292899999999996,994,2005-08-03 06:00:00,2005-08-08 18:00:00,5 days 12:00:00.000000000,,,,,,Tropical Storm,0
9137,AL082006,GORDON,2006-09-14 00:00:00,2006,HU,27.3N,57.4W,120.83189999999999,955,2006-09-11 12:00:00,2006-09-20 18:00:00,9 days 06:00:00.000000000,,,,,,Category Three,3
9360,AL082007,INGRID,2007-09-14 12:00:00,2007,TS,15.3N,49.9W,46.0312,1004,2007-09-13 06:00:00,2007-09-15 12:00:00,2 days 06:00:00.000000000,,,,,,Tropical Storm,0
10265,AL082008,HANNA,2008-09-02 00:00:00,2008,HU,21.8N,72.3W,86.3085,977,2008-08-28 12:00:00,2008-09-07 00:00:00,9 days 12:00:00.000000000,L,21.8,-72.3,86.3085,"cockburn harbour, tc",Category One,1
10974,AL082010,FIONA,2010-09-01 18:00:00,2010,TS,19.5N,62.5W,63.292899999999996,999,2010-08-30 18:00:00,2010-09-03 18:00:00,4 days 00:00:00.000000000,,,,,,Tropical Storm,0
11418,AL082011,HARVEY,2011-08-20 17:03:00,2011,TS,17.0N,88.3W,63.292899999999996,995,2011-08-19 12:00:00,2011-08-22 02:00:00,2 days 14:00:00.000000000,L,17.0,-88.3,63.292899999999996,"dangriga, bz",Tropical Storm,0
12198,AL082012,GORDON,2012-08-19 00:00:00,2012,HU,34.3N,35.0W,109.32409999999999,965,2012-08-16 00:00:00,2012-08-20 12:00:00,4 days 12:00:00.000000000,L,37.0,-25.1,74.80069999999999,"vila franca do campo, pt",Category Two,2
13022,AL082014,GONZALO,2014-10-16 12:00:00,2014,HU,25.6N,68.7W,143.8475,940,2014-10-12 12:00:00,2014-10-19 12:00:00,7 days 00:00:00.000000000,L,17.1,-61.8,74.80069999999999,"carlisle, ag",Category Four,4
13178,AL082015,HENRI,2015-09-09 18:00:00,2015,TS,30.9N,60.8W,51.78509999999999,1003,2015-09-09 00:00:00,2015-09-11 06:00:00,2 days 06:00:00.000000000,,,,,,Tropical Storm,0
13939,AL082017,GERT,2017-08-16 18:00:00,2017,HU,38.2N,64.1W,109.32409999999999,962,2017-08-13 00:00:00,2017-08-17 12:00:00,4 days 12:00:00.000000000,,,,,,Category Two,2
476,AL091985,GLORIA,1985-09-25 06:00:00,1985,HU,25.1N,70.9W,143.8475,920,1985-09-17 12:00:00,1985-09-27 18:00:00,10 days 06:00:00.000000000,L,35.2,-75.6,103.57019999999999,"elizabeth city, us",Category Four,4
644,AL091986,EARL,1986-09-12 18:00:00,1986,HU,27.2N,55.4W,103.57019999999999,985,1986-09-11 00:00:00,1986-09-18 18:00:00,7 days 18:00:00.000000000,,,,,,Category Two,2
1012,AL091988,HELENE,1988-09-23 18:00:00,1988,HU,15.3N,46.1W,143.8475,938,1988-09-20 06:00:00,1988-09-30 06:00:00,10 days 00:00:00.000000000,,,,,,Category Four,4
1839,AL091990,HORTENSE,1990-08-28 06:00:00,1990,TS,21.7N,43.6W,63.292899999999996,994,1990-08-26 06:00:00,1990-08-29 18:00:00,3 days 12:00:00.000000000,,,,,,Tropical Storm,0
2098,AL091991,FABIAN,1991-10-15 18:00:00,1991,TS,21.2N,83.1W,46.0312,1006,1991-10-15 12:00:00,1991-10-16 12:00:00,1 days 00:00:00.000000000,L,21.5,-82.8,46.0312,"santa fe, cu",Tropical Storm,0
2433,AL091992,EARL,1992-10-01 18:00:00,1992,TS,28.4N,70.3W,63.292899999999996,996,1992-09-29 12:00:00,1992-10-03 06:00:00,3 days 18:00:00.000000000,,,,,,Tropical Storm,0
2683,AL091993,HARVEY,1993-09-20 18:00:00,1993,HU,35.6N,55.2W,74.80069999999999,990,1993-09-20 06:00:00,1993-09-21 12:00:00,1 days 06:00:00.000000000,,,,,,Category One,1
